short_name,long_name,age,nationality_name,player_positions,club_name,league_name,league_level,value_eur,wage_eur,release_clause_eur,overall,potential,international_reputation,pace,shooting,passing,dribbling,defending,physic,preferred_foot,weak_foot,skill_moves,attacking_finishing,attacking_short_passing,attacking_crossing,skill_dribbling,skill_ball_control,mentality_vision,mentality_composure,power_stamina,power_strength,movement_acceleration,movement_sprint_speed,movement_agility,defending_marking_awareness,defending_standing_tackle,mentality_positioning,work_rate,body_type
C. Tyler,Cian Tyler,21,Wales,GK,Coventry City,Championship,2.0,300000.0,3000.0,758000.0,56,70,1,,,,,,,Right,2,1,7,25,11,6,15,41,23.0,20,63,24,28,25,8,11,7,Medium/Medium,Normal (185+)
M. Dudek,Mateusz Dudek,20,Poland,GK,Stal Mielec,Ekstraklasa,1.0,300000.0,500.0,593000.0,56,70,1,,,,,,,Right,2,1,7,28,10,9,19,34,23.0,24,52,19,21,24,8,14,8,Medium/Medium,Lean (185+)
V. Borcea,Valentin Ioan Borcea,21,Romania,"CAM, CM",Dinamo Bucureşti,Liga 1,1.0,350000.0,950.0,691000.0,56,70,1,68.0,50.0,50.0,58.0,43.0,57.0,Right,3,2,53,58,38,57,58,50,45.0,62,61,67,69,65,34,50,51,Medium/Medium,Lean (185+)
D. Robson,David Robson,21,Wales,GK,Hull City,Championship,2.0,300000.0,1000.0,758000.0,56,70,1,,,,,,,Right,2,1,9,23,13,11,16,43,32.0,16,51,15,15,32,6,13,8,Medium/Medium,Normal (185+)
C. Chiappetta,Carmine Soel Chiappetta,20,Switzerland,LM,Winterthur,Super League,1.0,350000.0,1000.0,726000.0,56,70,1,73.0,52.0,48.0,59.0,17.0,43.0,Right,3,2,55,50,62,56,58,48,47.0,50,43,75,71,76,17,12,50,Medium/Medium,Normal (170-185)
Jeon Byung Kwan,Byung Kwan Jeon,20,Korea Republic,"ST, RW",Daejeon Citizen,K League 1,1.0,350000.0,1000.0,656000.0,56,70,1,80.0,57.0,40.0,60.0,15.0,52.0,Right,3,3,60,42,34,63,51,48,48.0,63,54,78,81,77,11,17,63,High/Medium,Normal (170-185)
L. Vásquez,Luis Vásquez,21,Chile,CM,Cobresal,Primera Division,1.0,350000.0,600.0,691000.0,56,70,1,67.0,46.0,55.0,59.0,36.0,38.0,Right,2,3,44,63,46,57,60,56,45.0,57,31,65,69,63,29,38,56,Medium/Medium,Lean (170-)
L. Zbinden,Leandro José Zbinden,20,Switzerland,GK,Young Boys,Super League,1.0,300000.0,2000.0,638000.0,56,70,1,,,,,,,Right,3,1,5,29,12,13,17,33,28.0,17,59,18,25,21,12,12,8,Medium/Medium,Normal (185+)
E. Cox,Ethan Cox,19,Australia,GK,Adelaide United,A-League,1.0,300000.0,500.0,563000.0,56,70,1,,,,,,,Right,2,1,5,21,11,12,16,33,23.0,23,43,20,20,37,9,11,6,Medium/Medium,Lean (170-185)
T. Jakobsen,Tobias Haahr Jakobsen,19,Denmark,GK,Vejle,Superliga,1.0,300000.0,600.0,563000.0,56,70,1,,,,,,,Right,3,1,10,34,16,16,24,45,36.0,26,45,35,37,40,12,15,11,Medium/Medium,Normal (185+)
J. Rubiano,Juan José Rubiano Falla,21,Colombia,CAM,Deportes Tolima,Liga BetPlay,1.0,350000.0,500.0,709000.0,56,70,1,67.0,42.0,59.0,55.0,36.0,54.0,Right,3,2,39,64,54,50,56,60,54.0,60,55,66,68,69,33,39,50,Medium/Medium,Normal (170-185)
Du Yuezheng,杜月徵,17,China PR,ST,Shenzhen,Super League,1.0,325000.0,500.0,707000.0,56,70,1,59.0,55.0,42.0,56.0,24.0,54.0,Right,3,2,58,53,26,52,57,51,55.0,53,63,59,59,67,18,21,53,Medium/Medium,Normal (185+)
O. Solnørdal,Oscar Solnørdal,20,Norway,CM,Aalesund,Eliteserien,1.0,350000.0,600.0,656000.0,56,70,1,63.0,46.0,53.0,56.0,53.0,55.0,Right,2,2,42,60,43,54,57,55,58.0,59,53,61,64,61,52,53,56,Medium/Medium,Lean (170-185)
L. Meyer,Leny Remo Meyer,19,Switzerland,"LB, LM",Luzern,Super League,1.0,325000.0,950.0,674000.0,56,70,1,60.0,31.0,46.0,57.0,52.0,57.0,Left,3,2,27,53,51,59,55,36,49.0,62,53,63,58,58,50,56,48,Medium/Medium,Normal (170-185)
Junior Mendes,Junior Armando Mendes,21,Spain,"ST, LW, RW",Laval,Ligue 2,2.0,350000.0,900.0,831000.0,56,70,1,71.0,54.0,54.0,57.0,23.0,52.0,Right,3,3,56,52,60,59,51,53,55.0,55,59,70,71,66,15,21,55,High/Low,Lean (185+)
M. Isah,Mustapha Isah Ubandoma,18,Nigeria,RM,Randers,Superliga,1.0,325000.0,800.0,609000.0,56,70,1,82.0,44.0,45.0,65.0,22.0,35.0,Right,3,4,51,48,40,62,65,49,58.0,35,32,83,81,86,20,22,49,Medium/Low,Lean (170-185)
E. Stroud,Elliot Stroud,21,Sweden,LWB,Mjällby,Allsvenskan,1.0,325000.0,500.0,609000.0,56,70,1,74.0,38.0,47.0,54.0,45.0,57.0,Left,3,2,42,50,52,52,53,42,36.0,66,55,75,73,71,44,44,41,Medium/Medium,Lean (170-185)
L. Jansson,Leo Frigell Jansson,20,Sweden,CB,Varberg BoIS,Allsvenskan,1.0,325000.0,500.0,609000.0,56,70,1,63.0,31.0,45.0,50.0,54.0,61.0,Right,3,2,30,53,44,46,50,35,42.0,58,60,62,64,65,51,58,24,Medium/Medium,Lean (170-185)
J. Graf,Jannik Graf,18,Germany,ST,Jahn Regensburg,3. Liga,3.0,325000.0,500.0,674000.0,56,70,1,56.0,57.0,40.0,56.0,20.0,47.0,Right,3,2,63,44,35,54,57,47,49.0,38,60,55,56,60,16,12,53,Medium/Medium,Normal (170-185)
J. Guerra,Javier Guerra,19,Bolivia,"RWB, RB",Palmaflor del Trópico,Liga De Futbol Prof,1.0,325000.0,500.0,902000.0,56,70,1,69.0,27.0,45.0,52.0,51.0,54.0,Right,1,2,27,53,52,52,51,33,40.0,64,52,72,66,59,51,54,41,High/Low,Normal (170-185)
D. Okagbue,David Okagbue,19,Republic of Ireland,CB,Walsall,League Two,4.0,325000.0,2000.0,,56,70,1,63.0,26.0,35.0,39.0,56.0,65.0,Right,2,2,25,42,31,32,40,34,44.0,60,72,62,64,47,56,57,24,Medium/Medium,Normal (170-185)
S. Alioum,Saidou Alioum Moubarak,19,Cameroon,LW,Hammarby,Allsvenskan,1.0,350000.0,800.0,656000.0,56,70,1,72.0,52.0,45.0,61.0,30.0,62.0,Right,3,3,52,45,46,60,61,48,58.0,50,72,73,72,62,22,30,53,Medium/Medium,Stocky (170-185)
E. Gökay,Emre Gökay,17,Turkey,RM,Sivasspor,Super Lig,1.0,325000.0,500.0,853000.0,56,70,1,70.0,49.0,51.0,61.0,24.0,43.0,Left,2,3,50,54,54,64,57,49,45.0,41,47,71,70,73,22,24,46,Medium/Low,Normal (170-185)
M. Parker,Michael Parker,18,England,"CB, LWB",Shrewsbury Town,League One,3.0,300000.0,500.0,713000.0,56,70,1,74.0,30.0,41.0,51.0,55.0,68.0,Left,4,2,29,43,48,52,45,39,57.0,64,76,72,76,62,58,53,42,High/Medium,Normal (185+)
M. Eberhard,Mischa Eberhard,21,Switzerland,CM,Stade Lausanne-Ouchy,Super League,1.0,350000.0,1000.0,726000.0,56,70,1,66.0,44.0,53.0,61.0,48.0,47.0,Right,3,2,39,60,41,61,62,53,49.0,55,42,67,66,64,45,49,54,Medium/Medium,Normal (170-185)
S. Castaneda,Santiago Castaneda,18,United States,CM,MSV Duisburg,3. Liga,3.0,325000.0,500.0,674000.0,56,70,1,69.0,40.0,53.0,61.0,44.0,53.0,Right,4,2,36,62,38,64,60,58,49.0,58,54,70,69,60,51,39,47,Medium/Medium,Lean (185+)
M. Kirsch,Marian Kirsch,19,Germany,GK,Borussia Dortmund II,3. Liga,3.0,300000.0,500.0,623000.0,56,70,1,,,,,,,Right,3,1,7,28,10,9,11,33,39.0,29,74,26,40,31,8,10,6,Medium/Medium,Normal (185+)
T. Kloss,Tim Kloss,19,Germany,"CDM, CB",1860 München,3. Liga,3.0,325000.0,550.0,674000.0,56,70,1,67.0,28.0,48.0,44.0,55.0,59.0,Left,3,2,24,59,39,33,59,42,49.0,65,62,68,66,41,53,56,18,Medium/Medium,Lean (185+)
K. Taylor,Kian Taylor,18,England,"CM, CB",Preston North End,Championship,2.0,325000.0,2000.0,821000.0,56,70,1,65.0,45.0,55.0,58.0,50.0,55.0,Right,3,2,46,62,46,57,56,54,51.0,56,52,65,65,69,44,54,46,High/High,Normal (170-185)
J. Seary,Josh Seary,18,Republic of Ireland,"RWB, RB",Preston North End,Championship,2.0,325000.0,1000.0,821000.0,56,70,1,68.0,42.0,51.0,55.0,49.0,56.0,Right,3,2,43,52,60,54,54,48,48.0,56,55,69,68,65,46,52,48,High/Medium,Normal (170-185)
N. Ford,Nathaniel Ford,19,England,GK,Rotherham United,Championship,2.0,300000.0,850.0,743000.0,56,70,1,,,,,,,Right,3,1,10,31,15,18,22,44,42.0,31,55,45,48,33,21,17,8,Medium/Medium,Lean (185+)
J. van der Wilt,Joël van der Wilt,19,Netherlands,GK,Almere City,Eredivisie,1.0,300000.0,500.0,623000.0,56,70,1,,,,,,,Right,2,1,8,27,14,11,17,39,33.0,22,48,24,33,38,10,17,9,Medium/Medium,Lean (185+)
I. Boehmer,Isaac Boehmer,21,Canada,GK,Vancouver Whitecaps,Major League Soccer,1.0,300000.0,650.0,623000.0,56,69,1,,,,,,,Right,1,1,10,30,15,14,13,27,39.0,28,62,16,19,27,8,14,8,Medium/Medium,Normal (185+)
N. El Harmazi,Nouri El Harmazi,21,Netherlands,"CAM, CM",RKC Waalwijk,Eredivisie,1.0,350000.0,1000.0,726000.0,56,69,1,61.0,49.0,55.0,55.0,48.0,54.0,Right,4,3,45,62,46,52,56,53,42.0,62,47,65,57,62,41,53,52,Medium/Medium,Lean (170-185)
H. Al Ali,Hassan Al Ali,21,Saudi Arabia,"ST, RM",Abha,Pro League,1.0,350000.0,2000.0,796000.0,56,69,1,73.0,55.0,44.0,54.0,16.0,55.0,Right,3,2,58,44,39,52,53,49,49.0,55,59,72,73,58,12,11,54,Medium/Medium,Normal (170-185)
Kang Yoon Gu,Yoon Gu Kang,21,Korea Republic,"CAM, LW",Ulsan,K League 1,1.0,350000.0,1000.0,674000.0,56,69,1,63.0,47.0,55.0,59.0,35.0,56.0,Left,3,3,46,58,43,60,56,62,63.0,55,58,57,68,63,32,43,56,Medium/Medium,Lean (170-185)
S. Jansen,Sven Jansen,18,Netherlands,GK,Go Ahead Eagles,Eredivisie,1.0,300000.0,500.0,623000.0,56,69,1,,,,,,,Right,2,1,11,27,20,18,15,40,33.0,21,51,16,18,22,9,13,9,Medium/Medium,Normal (185+)
T. Nixon,Tom Nixon,20,England,"RB, RWB",Doncaster Rovers,League Two,4.0,325000.0,2000.0,,56,69,1,61.0,29.0,45.0,54.0,53.0,58.0,Right,3,2,29,49,53,57,49,39,38.0,54,61,63,59,57,52,56,45,Medium/Medium,Normal (170-185)
A. Ordoñez,Arquimides Ordoñez,19,Guatemala,"ST, LW",Cincinnati,Major League Soccer,1.0,350000.0,900.0,744000.0,56,69,1,54.0,56.0,51.0,58.0,25.0,51.0,Right,2,3,56,52,51,61,58,55,50.0,48,60,52,55,57,26,20,56,Medium/Medium,Normal (185+)
A. Matuq,Abdullah Matuq Saeed,20,Saudi Arabia,"RW, ST",Al Shabab,Pro League,1.0,350000.0,4000.0,814000.0,56,69,1,84.0,51.0,46.0,56.0,23.0,59.0,Right,3,2,55,49,52,60,49,44,47.0,56,72,81,86,65,20,25,55,Medium/Low,Normal (170-185)
J. Ellis,Jack Ellis,19,England,"RWB, CB",Carlisle United,League One,3.0,325000.0,700.0,772000.0,56,69,1,67.0,25.0,42.0,53.0,53.0,63.0,Right,3,2,19,46,49,52,52,38,43.0,68,69,65,68,63,53,53,37,Medium/Medium,Lean (170-185)
J. Forde,Joseph Forde,20,Australia,LWB,Perth Glory,A-League,1.0,325000.0,700.0,609000.0,56,69,1,72.0,35.0,47.0,57.0,48.0,58.0,Right,3,3,36,52,48,56,54,44,48.0,62,59,74,71,72,46,54,39,Medium/Medium,Lean (170-185)
P. Stroud,Peter Stroud,21,United States,"CM, CAM",New York RB,Major League Soccer,1.0,350000.0,1000.0,726000.0,56,69,1,73.0,42.0,58.0,58.0,49.0,50.0,Right,4,2,35,62,51,51,58,56,48.0,48,49,75,72,79,47,49,49,High/Medium,Normal (170-185)
E. Lindkvist,Elvis Lindkvist,21,Sweden,"CAM, CM",Norrköping,Allsvenskan,1.0,350000.0,950.0,656000.0,56,69,1,63.0,46.0,54.0,60.0,35.0,56.0,Left,2,3,46,60,46,61,62,55,61.0,52,63,62,64,60,31,36,53,Medium/Medium,Lean (170-185)
L. Böggemann,Luca Böggemann,19,Germany,GK,Osnabrück,2. Bundesliga,2.0,300000.0,650.0,653000.0,56,69,1,,,,,,,Right,3,1,5,18,10,8,17,23,36.0,26,63,20,29,39,7,11,8,Medium/Medium,Normal (185+)
P. Perlaza,Paul Perlaza,18,Ecuador,"RWB, RM",Aucas,Liga Pro,1.0,325000.0,500.0,902000.0,56,69,1,69.0,42.0,52.0,53.0,47.0,53.0,Right,2,2,40,52,58,55,47,57,42.0,63,49,70,69,63,40,52,52,High/Medium,Lean (170-)
Martim Marques,Martim Costa Marques,19,Portugal,LB,Lugano,Super League,1.0,325000.0,700.0,674000.0,56,69,1,68.0,32.0,50.0,65.0,50.0,40.0,Left,3,2,32,54,53,67,62,41,52.0,52,32,71,66,74,49,52,38,Medium/Medium,Lean (170-185)
S. Bultman,Stijn Bultman,18,Netherlands,CB,Heracles Almelo,Eredivisie,1.0,300000.0,500.0,623000.0,56,69,1,66.0,39.0,44.0,47.0,54.0,64.0,Right,3,2,30,52,30,37,54,42,56.0,52,69,66,66,57,54,55,34,Medium/Medium,Lean (185+)
Z. Mugeese,Zakaria Mugeese,21,Ghana,"LM, LW",Odd,Eliteserien,1.0,350000.0,750.0,656000.0,56,69,1,67.0,55.0,51.0,58.0,25.0,57.0,Right,3,2,57,54,53,59,57,48,49.0,55,60,68,67,67,20,26,50,Medium/Medium,Normal (170-185)
G. Shelvey,George Shelvey,22,England,GK,Nottingham Forest,Premier League,1.0,300000.0,6000.0,630000.0,56,68,1,,,,,,,Right,3,1,5,30,14,19,24,41,43.0,23,60,25,22,37,10,13,5,Medium/Medium,Normal (185+)
M. Ulla,Marius Amundsen Ulla,21,Norway,GK,Stabæk,Eliteserien,1.0,300000.0,500.0,435000.0,56,68,1,,,,,,,Right,2,1,8,20,10,6,13,36,24.0,27,50,31,28,24,6,13,7,Medium/Medium,Normal (185+)
M. Wszołek,Marcel Wszołek,21,Poland,"RB, CDM",ŁKS Łódź,Ekstraklasa,1.0,325000.0,700.0,504000.0,56,68,1,55.0,37.0,50.0,50.0,53.0,59.0,Right,3,2,31,58,42,44,54,45,47.0,59,60,51,59,57,52,57,41,Medium/Medium,Lean (170-185)
M. Torlak,Mert Yusuf Torlak,20,Turkey,CAM,Alanyaspor,Super Lig,1.0,350000.0,2000.0,753000.0,56,68,1,59.0,49.0,54.0,63.0,32.0,39.0,Right,3,2,45,56,53,62,61,56,54.0,34,42,64,55,71,36,29,45,Medium/Medium,Normal (170-185)
A. Tikvic,Antonio Tikvić,19,Germany,CB,Udinese,Serie A,1.0,325000.0,1000.0,650000.0,56,68,1,44.0,26.0,35.0,35.0,56.0,70.0,Left,2,2,19,40,27,33,35,37,45.0,59,82,43,45,35,55,58,25,Medium/Medium,Normal (185+)
E. Alagich,Ethan Alagich,19,Australia,"CAM, CDM",Adelaide United,A-League,1.0,350000.0,600.0,508000.0,56,68,1,76.0,44.0,54.0,59.0,46.0,54.0,Left,3,3,45,57,51,59,56,55,58.0,69,50,74,77,75,44,47,51,Medium/Medium,Normal (170-185)
T. Jansink,Timo Jansink,20,Netherlands,GK,Heracles Almelo,Eredivisie,1.0,300000.0,700.0,495000.0,56,68,1,,,,,,,Right,3,1,8,23,15,14,15,26,32.0,17,58,22,31,23,10,14,6,Medium/Medium,Lean (185+)
G. David,Gabriel Eugen David,20,Romania,"RB, CDM",Botoşani,Liga 1,1.0,325000.0,1000.0,504000.0,56,68,1,68.0,42.0,51.0,55.0,52.0,56.0,Right,2,2,39,58,40,53,57,54,40.0,55,54,69,67,64,55,57,48,Medium/High,Normal (170-185)
Kim Dae Hwan,Dae Hwan Kim,18,Korea Republic,"RW, LW",Jeju United,K League 1,1.0,325000.0,600.0,471000.0,56,68,1,63.0,42.0,44.0,60.0,44.0,47.0,Right,3,2,44,46,58,63,53,39,42.0,57,41,60,65,62,40,45,66,High/Medium,Normal (170-185)
M. Strzeboński,Miłosz Strzeboński,19,Poland,"CAM, CM",Korona Kielce,Ekstraklasa,1.0,350000.0,500.0,543000.0,56,68,1,60.0,41.0,56.0,57.0,40.0,50.0,Right,3,2,37,62,40,52,60,62,60.0,46,54,58,62,65,41,45,60,Medium/Medium,Lean (170-185)
M. Iminqari,木塔力甫·依明卡日,19,China PR,"LW, LM",Chengdu Rongcheng,Super League,1.0,350000.0,2000.0,613000.0,56,68,1,59.0,45.0,50.0,59.0,45.0,49.0,Right,3,3,45,53,53,63,56,50,42.0,44,51,63,56,60,43,46,59,High/Medium,Lean (185+)
D. Robinson,Darren Robinson,18,Northern Ireland,"CM, CDM",Derby County,League One,3.0,325000.0,850.0,634000.0,56,68,1,63.0,42.0,52.0,59.0,56.0,56.0,Right,3,2,37,60,42,58,62,47,52.0,58,52,62,64,60,53,57,45,Medium/High,Lean (170-185)
K. Barlow,Kailin Barlow,20,Republic of Ireland,CAM,Sligo Rovers,Premier Division,1.0,350000.0,500.0,613000.0,56,68,1,66.0,50.0,52.0,59.0,48.0,57.0,Right,3,3,53,55,48,58,57,54,55.0,57,53,66,66,73,49,47,56,Medium/Medium,Lean (170-185)
J. Plant,James Plant,19,England,"RWB, CM",Port Vale,League One,3.0,325000.0,750.0,634000.0,56,68,1,72.0,31.0,47.0,57.0,49.0,46.0,Right,3,2,29,48,52,55,57,50,39.0,59,42,71,72,72,45,52,47,Medium/Medium,Lean (170-185)
K. van Oevelen,Kayne van Oevelen,19,Netherlands,GK,FC Volendam,Eredivisie,1.0,300000.0,500.0,495000.0,56,68,1,,,,,,,Right,5,1,9,25,12,6,13,33,27.0,21,70,29,32,24,8,12,5,Medium/Medium,Lean (185+)
I. Kaloga,Issa Kaloga,19,Switzerland,"RW, RB",Servette,Super League,1.0,350000.0,2000.0,578000.0,56,68,1,71.0,46.0,46.0,62.0,43.0,50.0,Right,3,2,47,47,53,65,61,44,48.0,53,51,69,73,71,43,44,47,Medium/Medium,Lean (170-185)
F. Bregante,Francisco Bregante Torres,19,Uruguay,LB,Liverpool,Primera Division,1.0,325000.0,500.0,764000.0,56,68,1,53.0,35.0,47.0,42.0,52.0,61.0,Left,2,2,36,48,60,35,47,39,45.0,59,67,52,53,46,52,51,45,Medium/Medium,Normal (170-185)
O. Jones,Oliver Jones,19,Australia,"CB, CDM, CM",Macarthur,A-League,1.0,325000.0,500.0,471000.0,56,68,1,61.0,42.0,49.0,51.0,53.0,68.0,Left,3,2,42,54,40,48,49,46,53.0,65,72,59,62,61,52,53,42,Medium/Medium,Normal (185+)
E. Mızrakcı,Efecan Mızrakcı,19,Turkey,RB,Fatih Karagümrük,Super Lig,1.0,325000.0,2000.0,715000.0,56,68,1,67.0,29.0,36.0,50.0,57.0,62.0,Right,2,2,26,36,42,47,49,38,44.0,49,71,64,70,63,57,60,35,Medium/Medium,Normal (185+)
B. Aydoğmuş,Berkay Aydoğmuş,19,Turkey,CM,İstanbul Başakşehir,Super Lig,1.0,350000.0,2000.0,770000.0,56,68,1,65.0,46.0,56.0,57.0,48.0,51.0,Right,3,3,40,65,48,56,58,54,50.0,57,47,66,65,66,43,54,55,Medium/Medium,Normal (170-185)
F. Przybułek,Filip Przybułek,19,Poland,CM,Widzew Lodz,Ekstraklasa,1.0,350000.0,650.0,543000.0,56,68,1,63.0,46.0,58.0,56.0,49.0,50.0,Right,3,2,44,65,51,53,56,55,57.0,51,53,64,62,66,46,53,51,Medium/Medium,Normal (185+)
H. Meister,Henrik Meister,19,Denmark,ST,Sarpsborg 08,Eliteserien,1.0,350000.0,600.0,508000.0,56,68,1,65.0,55.0,34.0,51.0,26.0,70.0,Right,3,2,58,40,25,45,54,43,59.0,58,75,64,65,57,26,17,58,Medium/Low,Normal (185+)
D. Bolumbu,Diabé Bolumbu,18,France,LB,Caen,Ligue 2,2.0,325000.0,500.0,634000.0,56,68,1,64.0,27.0,30.0,47.0,58.0,52.0,Left,2,2,23,25,42,57,30,33,38.0,59,51,67,62,53,55,64,45,Medium/Medium,Normal (170-)
M. Arıkan,Muhammed Eren Arıkan,18,Turkey,LB,Kayserispor,Super Lig,1.0,325000.0,600.0,699000.0,56,68,1,63.0,34.0,41.0,56.0,53.0,50.0,Left,2,2,33,38,54,64,44,42,42.0,64,45,66,60,59,50,60,48,Medium/High,Normal (170-185)
K. Onuigwe,Kelvin Onuigwe,19,Germany,ST,Jahn Regensburg,3. Liga,3.0,350000.0,700.0,578000.0,56,68,1,69.0,55.0,39.0,51.0,17.0,64.0,Right,3,2,62,43,26,51,49,49,52.0,50,77,61,75,51,11,12,53,Medium/Medium,Stocky (185+)
G. Earthy,George Earthy,18,England,CAM,West Ham United,Premier League,1.0,325000.0,3000.0,683000.0,56,68,1,60.0,50.0,58.0,58.0,44.0,49.0,Right,3,2,47,62,51,54,60,60,63.0,44,50,56,64,63,41,50,52,High/Medium,Lean (170-185)
M. Marran,Mohammed Khalil Maran,22,Saudi Arabia,"ST, RM",Al Nassr,Pro League,1.0,325000.0,6000.0,585000.0,56,67,1,64.0,56.0,41.0,54.0,20.0,55.0,Left,3,2,62,47,30,51,54,49,47.0,58,59,62,65,72,18,16,56,Medium/Medium,Lean (170-185)
S. Uzcátegui,Sebastián Augusto Uzcátegui Jaen,21,Venezuela,CM,Estudiantes Mérida,Primera Division,1.0,325000.0,500.0,764000.0,56,67,1,63.0,35.0,50.0,47.0,59.0,61.0,Right,3,2,33,61,23,36,56,55,44.0,60,63,65,62,51,61,59,38,Medium/Medium,Lean (170-185)
A. Pyndt,Andreas Pyndt Andersen,22,Denmark,CM,Silkeborg,Superliga,1.0,325000.0,2000.0,471000.0,56,67,1,77.0,42.0,52.0,59.0,50.0,58.0,Right,3,2,42,63,34,57,59,53,54.0,66,53,81,73,70,42,57,50,Medium/Medium,Normal (170-185)
T. Ostler,Trent Jordan Ostler,21,Australia,"ST, RM, RWB",Perth Glory,A-League,1.0,325000.0,900.0,471000.0,56,67,1,65.0,55.0,49.0,55.0,44.0,58.0,Right,3,2,57,52,43,52,56,50,49.0,61,61,64,65,68,40,48,55,Medium/Medium,Lean (170-185)
R. Van Hauter,Robbie Van Hauter,20,Belgium,CDM,Gent,Jupiler Pro League,1.0,300000.0,2000.0,510000.0,56,67,1,64.0,38.0,52.0,59.0,54.0,53.0,Right,3,2,32,58,43,58,62,54,36.0,57,46,63,65,66,53,57,35,Medium/Medium,Normal (170-185)
B. Al Sayali,Basil Yousef M Alsayyali,22,Saudi Arabia,"CDM, CM",Al Hazem,Pro League,1.0,300000.0,3000.0,555000.0,56,67,1,62.0,40.0,54.0,58.0,54.0,57.0,Right,3,2,38,57,51,59,57,55,46.0,54,60,60,63,57,54,55,50,Medium/Medium,Normal (170-185)
B. Adeeko,Babajide Adeeko,20,Republic of Ireland,"CM, CDM",Wigan Athletic,League One,3.0,300000.0,2000.0,585000.0,56,67,1,65.0,42.0,53.0,60.0,50.0,53.0,Right,4,2,41,58,41,57,58,56,55.0,64,49,65,65,74,48,55,48,Medium/Medium,Stocky (170-185)
A. Marsh,Aiden Marsh,20,England,ST,Barnsley,League One,3.0,325000.0,2000.0,634000.0,56,67,1,70.0,54.0,39.0,54.0,21.0,43.0,Left,3,2,60,47,29,49,54,45,48.0,52,41,69,70,63,15,19,59,Medium/Low,Lean (170-185)
K. N'Mai,Kelly N’Mai,19,Netherlands,RM,Salford City,League Two,4.0,300000.0,2000.0,585000.0,56,67,1,85.0,47.0,49.0,60.0,27.0,38.0,Right,3,3,44,53,48,56,54,51,56.0,53,33,88,82,86,22,28,47,Medium/Medium,Normal (170-)
S. Narayanan,Sivasakthi Narayanan,21,India,ST,Bengaluru,Super League,1.0,325000.0,500.0,504000.0,56,67,1,77.0,56.0,48.0,57.0,31.0,46.0,Right,4,2,58,51,39,53,54,52,50.0,64,41,77,77,78,35,23,59,High/Low,Lean (170-)
J. Gbode,Joseph Gbode,18,England,ST,Gillingham,League Two,4.0,300000.0,1000.0,585000.0,56,67,1,84.0,53.0,35.0,53.0,18.0,68.0,Right,2,2,52,41,29,52,50,37,41.0,65,84,82,85,74,12,14,48,Medium/Low,Normal (185+)
J. Hakiki,Jad Hakiki,19,Republic of Ireland,CM,Shelbourne,Premier Division,1.0,300000.0,500.0,525000.0,56,67,1,65.0,51.0,53.0,62.0,49.0,41.0,Right,2,3,52,58,43,61,59,60,61.0,55,33,70,60,73,49,52,58,Medium/Low,Lean (170-185)
A. Zimarino,Adam Zimarino,21,Australia,"ST, RM",Perth Glory,A-League,1.0,325000.0,900.0,471000.0,56,67,1,68.0,57.0,49.0,56.0,33.0,56.0,Left,3,3,58,51,50,55,54,52,50.0,56,54,69,67,71,29,37,56,Medium/Medium,Normal (170-185)
Z. Obiero,Zech Obiero,18,England,CAM,Leyton Orient,League One,3.0,300000.0,550.0,585000.0,56,67,1,73.0,43.0,51.0,60.0,36.0,45.0,Right,3,3,40,54,46,57,58,58,60.0,56,42,75,72,80,30,42,52,Medium/Medium,Lean (170-)
P. Müller,Pascal Müller,20,Austria,CM,Wolfsberger AC,Bundesliga,1.0,300000.0,2000.0,495000.0,56,67,1,61.0,53.0,57.0,58.0,54.0,55.0,Right,3,2,51,62,52,56,60,57,47.0,54,49,66,57,69,53,56,50,Medium/Medium,Normal (170-185)
Z. Mitchell,Zach Mitchell,18,England,"CB, CDM",Colchester United,League Two,4.0,275000.0,600.0,,56,67,1,68.0,28.0,41.0,46.0,55.0,66.0,Right,3,2,24,49,30,45,45,45,49.0,65,72,66,70,43,55,57,30,High/Medium,Normal (185+)
E. Aksoy,Engin Can Aksoy,19,Turkey,LB,Hatayspor,Super Lig,1.0,300000.0,1000.0,645000.0,56,67,1,69.0,32.0,43.0,51.0,54.0,53.0,Left,2,2,33,44,53,50,46,36,43.0,56,53,70,69,66,55,58,46,Medium/Medium,Normal (170-185)
J. Enem,Jay Enem,20,Netherlands,ST,Venezia,Serie B,2.0,325000.0,650.0,585000.0,56,67,1,59.0,55.0,40.0,52.0,19.0,58.0,Right,3,2,59,49,32,51,53,45,51.0,44,72,55,63,56,16,18,55,Medium/Low,Lean (185+)
Jung Ji Hoon,Ji Hoon Jung,19,Korea Republic,"LM, RM, CAM",Gwangju,K League 1,1.0,300000.0,600.0,435000.0,56,67,1,63.0,51.0,46.0,61.0,22.0,42.0,Right,4,3,56,47,53,64,57,45,52.0,57,38,60,66,67,18,19,56,Medium/Medium,Normal (170-185)
M. Okuka,Mayka Okuka,20,Switzerland,CM,Lausanne Sport,Super League,1.0,300000.0,1000.0,495000.0,56,67,1,69.0,43.0,52.0,62.0,55.0,53.0,Right,3,2,37,62,39,62,63,50,53.0,50,52,65,72,70,53,56,48,Medium/Medium,Lean (185+)
M. Tordini,Mattia Tordini,21,Italy,"ST, LW",Lecco,Serie B,2.0,325000.0,600.0,569000.0,56,67,1,62.0,54.0,42.0,57.0,18.0,49.0,Right,3,2,59,53,27,55,56,42,58.0,63,49,61,62,59,11,11,61,Medium/Medium,Normal (170-185)
