short_name,club_name,nationality_name,position_group,age,overall,potential,international_reputation,pace,shooting,passing,dribbling,defending,physic,weak_foot,skill_moves,value_eur,display_label
Joel Roca,Girona,Spain,Midfielder,18,62,82,1,79.0,56.0,51.0,68.0,27.0,45.0,3,3,1100000.0,Joel Roca (Girona)
E. González,Wolverhampton Wanderers,Paraguay,Midfielder,18,62,82,1,70.0,48.0,58.0,68.0,35.0,46.0,2,4,1100000.0,E. González (Wolverhampton Wanderers)
D. Downs,FC Köln,United States,Forward,18,62,82,1,68.0,62.0,51.0,58.0,24.0,57.0,3,2,1100000.0,D. Downs (FC Köln)
K. Gordon,Liverpool,England,Forward,18,62,81,1,69.0,57.0,54.0,65.0,25.0,45.0,3,3,1000000.0,K. Gordon (Liverpool)
L. Mbete,Manchester City,England,Defender,19,62,81,1,70.0,32.0,48.0,58.0,59.0,71.0,3,2,975000.0,L. Mbete (Manchester City)
M. Wenig,Eintracht Frankfurt,Germany,Midfielder,19,62,81,1,64.0,58.0,63.0,61.0,44.0,55.0,3,3,1000000.0,M. Wenig (Eintracht Frankfurt)
Mario Martín,Real Madrid,Spain,Midfielder,19,62,81,1,68.0,50.0,60.0,64.0,55.0,46.0,3,3,1000000.0,Mario Martín (Real Madrid)
C. Traorè,Milan,Côte d'Ivoire,Forward,18,62,81,1,64.0,67.0,57.0,62.0,27.0,46.0,3,3,1000000.0,C. Traorè (Milan)
F. Missori,Sassuolo,Italy,Defender,19,62,80,1,59.0,35.0,48.0,60.0,61.0,52.0,3,2,1000000.0,F. Missori (Sassuolo)
K. Fayad,Montpellier,France,Midfielder,19,62,80,1,63.0,53.0,62.0,70.0,46.0,38.0,3,2,1000000.0,K. Fayad (Montpellier)
G. Faticanti,Lecce,Italy,Midfielder,18,62,80,1,55.0,44.0,56.0,58.0,59.0,63.0,3,2,950000.0,G. Faticanti (Lecce)
Dani Pérez,Real Betis,Spain,Midfielder,17,62,80,1,63.0,54.0,64.0,68.0,50.0,44.0,4,3,1000000.0,Dani Pérez (Real Betis)
B. Gruda,FSV Mainz 05,Germany,Forward,19,62,80,1,68.0,64.0,55.0,67.0,28.0,48.0,3,3,1000000.0,B. Gruda (FSV Mainz 05)
J. Milošević,VfB Stuttgart,Serbia,Forward,17,62,80,1,54.0,62.0,51.0,60.0,32.0,65.0,3,2,1000000.0,J. Milošević (VfB Stuttgart)
R. Burnete,Lecce,Romania,Forward,19,62,80,1,62.0,65.0,45.0,61.0,23.0,60.0,3,2,1000000.0,R. Burnete (Lecce)
M. Azeez,Arsenal,England,Midfielder,20,62,79,1,66.0,57.0,64.0,65.0,57.0,61.0,3,3,1000000.0,M. Azeez (Arsenal)
S. Shoretire,Manchester United,England,Midfielder,19,62,79,1,73.0,54.0,57.0,67.0,37.0,54.0,4,3,1000000.0,S. Shoretire (Manchester United)
A. Kamara,Borussia Dortmund,Guinea,Midfielder,18,62,79,1,67.0,43.0,59.0,67.0,58.0,65.0,3,3,1000000.0,A. Kamara (Borussia Dortmund)
Manu Morillo,Real Betis,Spain,Forward,19,62,79,1,76.0,61.0,51.0,65.0,21.0,47.0,3,3,1000000.0,Manu Morillo (Real Betis)
Julen Jon,Roma,Spain,Forward,19,62,79,1,70.0,56.0,57.0,60.0,40.0,63.0,3,3,1000000.0,Julen Jon (Roma)
Ibra Cámara,Real Sociedad,Spain,Defender,20,62,79,1,57.0,31.0,39.0,44.0,62.0,66.0,2,2,975000.0,Ibra Cámara (Real Sociedad)
J. Escartin,Brest,France,Defender,20,62,79,1,62.0,30.0,46.0,44.0,63.0,61.0,3,2,975000.0,J. Escartin (Brest)
R. Smajić,FC Köln,Bosnia and Herzegovina,Defender,19,62,79,1,65.0,30.0,44.0,50.0,61.0,67.0,2,2,975000.0,R. Smajić (FC Köln)
L. Chambers,Liverpool,England,Defender,19,62,79,1,66.0,36.0,54.0,60.0,60.0,55.0,2,2,1000000.0,L. Chambers (Liverpool)
J. Panichelli,Deportivo Alavés,Argentina,Forward,20,62,79,1,58.0,65.0,44.0,57.0,20.0,58.0,3,3,1100000.0,J. Panichelli (Deportivo Alavés)
A. Malouda,Lille,France,Midfielder,17,62,79,1,75.0,54.0,57.0,67.0,32.0,46.0,3,3,1000000.0,A. Malouda (Lille)
R. Pagano,Roma,Italy,Midfielder,18,62,79,1,62.0,55.0,62.0,64.0,46.0,46.0,3,3,1000000.0,R. Pagano (Roma)
Nico Paz,Real Madrid,Spain,Midfielder,18,62,79,1,67.0,59.0,61.0,66.0,46.0,58.0,2,2,1000000.0,Nico Paz (Real Madrid)
F. Sylla,Lens,France,Midfielder,17,62,79,1,57.0,51.0,61.0,60.0,60.0,66.0,2,2,1000000.0,F. Sylla (Lens)
David Amigo,Cádiz,Spain,Midfielder,20,62,78,1,66.0,58.0,59.0,63.0,31.0,51.0,3,3,1000000.0,David Amigo (Cádiz)
Álex Padilla,Athletic Club,Spain,Goalkeeper,19,62,78,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,900000.0,Álex Padilla (Athletic Club)
P. Ratkov,Salzburg,Serbia,Forward,19,62,78,1,68.0,61.0,50.0,62.0,30.0,65.0,3,2,1000000.0,P. Ratkov (Salzburg)
A. Bojang,Stade de Reims,Gambia,Forward,19,62,78,1,64.0,61.0,49.0,58.0,36.0,58.0,3,3,1000000.0,A. Bojang (Stade de Reims)
B. Johnson,Lecce,England,Forward,17,62,78,1,83.0,56.0,53.0,67.0,28.0,51.0,3,3,1000000.0,B. Johnson (Lecce)
C. Dalle Mura,Fiorentina,Italy,Defender,21,62,77,1,59.0,30.0,45.0,43.0,65.0,60.0,2,2,925000.0,C. Dalle Mura (Fiorentina)
Javi Serrano,Sturm Graz,Spain,Midfielder,20,62,77,1,69.0,56.0,58.0,63.0,60.0,65.0,3,2,950000.0,Javi Serrano (Sturm Graz)
Víctor Aznar,Cádiz,Brazil,Goalkeeper,20,62,77,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,850000.0,Víctor Aznar (Cádiz)
J. Quansah,Liverpool,England,Defender,20,62,77,1,63.0,29.0,47.0,48.0,60.0,69.0,2,2,900000.0,J. Quansah (Liverpool)
N. Bonte,Lens,France,Forward,19,62,77,1,66.0,58.0,57.0,68.0,36.0,53.0,3,3,950000.0,N. Bonte (Lens)
Cañizares,Real Madrid,Spain,Goalkeeper,21,62,76,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,850000.0,Cañizares (Real Madrid)
Andrés Caro,Real Betis,Spain,Defender,19,62,76,1,70.0,34.0,52.0,45.0,63.0,61.0,3,2,875000.0,Andrés Caro (Real Betis)
A. Camblan,Brest,France,Forward,19,62,76,1,75.0,54.0,60.0,66.0,41.0,41.0,3,3,950000.0,A. Camblan (Brest)
Kim Ji Soo,Brentford,Korea Republic,Defender,18,62,76,1,51.0,24.0,43.0,34.0,62.0,69.0,4,2,875000.0,Kim Ji Soo (Brentford)
A. Stejskal,WSG Tirol,Czech Republic,Goalkeeper,21,62,76,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,850000.0,A. Stejskal (WSG Tirol)
T. Dago,Lille,France,Forward,18,62,76,1,75.0,64.0,46.0,61.0,18.0,57.0,3,2,925000.0,T. Dago (Lille)
C. Doumbia,Le Havre,France,Defender,18,62,76,1,70.0,44.0,56.0,62.0,57.0,51.0,3,2,875000.0,C. Doumbia (Le Havre)
A. Brückner,Hartberg,Germany,Defender,20,62,76,1,73.0,28.0,60.0,59.0,53.0,52.0,3,3,925000.0,A. Brückner (Hartberg)
T. Akinola,Arsenal,England,Midfielder,22,62,75,1,71.0,50.0,55.0,61.0,58.0,69.0,3,3,925000.0,T. Akinola (Arsenal)
B. Viunnyk,Shakhtar Donetsk,Ukraine,Forward,21,62,75,1,73.0,62.0,51.0,57.0,30.0,62.0,4,2,975000.0,B. Viunnyk (Shakhtar Donetsk)
F. Asllani,Austria Wien,Germany,Forward,20,62,75,1,59.0,64.0,49.0,63.0,24.0,58.0,4,3,975000.0,F. Asllani (Austria Wien)
Kikín,Cádiz,Spain,Defender,20,62,75,1,74.0,35.0,45.0,60.0,61.0,50.0,3,2,925000.0,Kikín (Cádiz)
Hugo González,Valencia,Spain,Forward,20,62,75,1,70.0,65.0,57.0,65.0,32.0,53.0,4,3,950000.0,Hugo González (Valencia)
M. Finkgräfe,FC Köln,Germany,Defender,19,62,75,1,67.0,36.0,54.0,62.0,58.0,58.0,3,2,900000.0,M. Finkgräfe (FC Köln)
B. Nadir,Olympique de Marseille,France,Midfielder,19,62,74,1,60.0,52.0,60.0,61.0,57.0,60.0,4,2,950000.0,B. Nadir (Olympique de Marseille)
M. Tolba,VfL Bochum 1848,Germany,Defender,18,62,74,1,61.0,38.0,53.0,60.0,61.0,63.0,2,2,875000.0,M. Tolba (VfL Bochum 1848)
J. Desogus,Cagliari,Italy,Forward,20,62,74,1,76.0,61.0,57.0,69.0,28.0,50.0,3,3,975000.0,J. Desogus (Cagliari)
Marco Moreno,Atlético Madrid,Spain,Defender,22,62,74,1,57.0,33.0,43.0,45.0,60.0,72.0,3,2,925000.0,Marco Moreno (Atlético Madrid)
S. Shpendi,Empoli,Albania,Forward,20,62,74,1,66.0,63.0,45.0,64.0,22.0,57.0,3,2,975000.0,S. Shpendi (Empoli)
T. Koch,Blau-Weiß Linz,Austria,Midfielder,22,62,73,1,66.0,52.0,59.0,62.0,57.0,70.0,3,3,900000.0,T. Koch (Blau-Weiß Linz)
Manu Garrido,Celta de Vigo,Spain,Forward,22,62,73,1,57.0,62.0,54.0,61.0,20.0,59.0,3,2,900000.0,Manu Garrido (Celta de Vigo)
G. Manvelyan,Nantes,France,Midfielder,21,62,73,1,70.0,59.0,60.0,68.0,33.0,34.0,4,3,900000.0,G. Manvelyan (Nantes)
L. Wallner,Salzburg,Austria,Defender,20,62,73,1,68.0,29.0,45.0,50.0,61.0,66.0,3,2,825000.0,L. Wallner (Salzburg)
É. Logbo,Le Havre,France,Forward,19,62,73,1,63.0,62.0,49.0,61.0,19.0,64.0,3,3,875000.0,É. Logbo (Le Havre)
M. Dyachuk,Dynamo Kyiv,Ukraine,Defender,19,62,73,1,63.0,32.0,40.0,42.0,64.0,65.0,3,2,800000.0,M. Dyachuk (Dynamo Kyiv)
R. Astley,Everton,Wales,Defender,21,62,72,1,51.0,34.0,51.0,49.0,63.0,65.0,3,2,825000.0,R. Astley (Everton)
M. Römling,VfL Bochum 1848,Germany,Defender,22,62,72,1,77.0,35.0,50.0,62.0,55.0,71.0,2,3,850000.0,M. Römling (VfL Bochum 1848)
Marco Camus,Valencia,Spain,Midfielder,21,62,72,1,70.0,56.0,58.0,63.0,32.0,50.0,3,3,900000.0,Marco Camus (Valencia)
Alfonso Pastor,Sevilla,Spain,Goalkeeper,22,62,72,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,775000.0,Alfonso Pastor (Sevilla)
N. Bischof,Rheindorf Altach,Austria,Forward,20,62,72,1,78.0,60.0,49.0,65.0,22.0,55.0,3,3,875000.0,N. Bischof (Rheindorf Altach)
René Pérez,Almería,Spain,Midfielder,22,62,72,1,62.0,59.0,56.0,58.0,60.0,67.0,3,3,850000.0,René Pérez (Almería)
Silva Kani,Austria Wien,Israel,Midfielder,20,62,72,1,77.0,61.0,54.0,64.0,28.0,66.0,2,3,875000.0,Silva Kani (Austria Wien)
F. Windhager,Blau-Weiß Linz,Austria,Defender,21,62,71,1,76.0,55.0,57.0,58.0,54.0,52.0,3,2,850000.0,F. Windhager (Blau-Weiß Linz)
T. Francois,Fulham,Australia,Midfielder,22,62,70,1,67.0,44.0,58.0,67.0,58.0,55.0,4,3,900000.0,T. Francois (Fulham)
Pau Víctor,FC Barcelona,Spain,Forward,21,62,70,1,76.0,58.0,60.0,65.0,52.0,67.0,3,3,900000.0,Pau Víctor (FC Barcelona)
Y. Pandor,Lens,Comoros,Goalkeeper,22,62,70,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,775000.0,Y. Pandor (Lens)
Y. M'Bemba,Nantes,France,Defender,22,62,70,1,53.0,31.0,47.0,41.0,61.0,63.0,2,2,825000.0,Y. M'Bemba (Nantes)
C. Bukta,Rheindorf Altach,Hungary,Midfielder,21,62,69,1,85.0,53.0,54.0,65.0,41.0,44.0,3,3,800000.0,C. Bukta (Rheindorf Altach)
S. Aigner,Rheindorf Altach,Austria,Midfielder,22,62,69,1,65.0,42.0,56.0,62.0,57.0,63.0,3,2,750000.0,S. Aigner (Rheindorf Altach)
S. Škrbo,WSG Tirol,Austria,Midfielder,22,62,69,1,74.0,55.0,57.0,65.0,43.0,52.0,3,3,800000.0,S. Škrbo (WSG Tirol)
A. Boakye,Wolfsberger AC,Ghana,Midfielder,22,62,69,1,84.0,59.0,57.0,67.0,26.0,50.0,3,3,800000.0,A. Boakye (Wolfsberger AC)
M. Doucouré,Borussia Mönchengladbach,France,Defender,25,62,67,1,50.0,31.0,49.0,53.0,62.0,59.0,3,2,525000.0,M. Doucouré (Borussia Mönchengladbach)
N. Schmid,Blau-Weiß Linz,Austria,Goalkeeper,26,62,67,1,0.0,0.0,0.0,0.0,0.0,0.0,4,1,450000.0,N. Schmid (Blau-Weiß Linz)
D. Sommariva,Genoa,Italy,Goalkeeper,25,62,65,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,400000.0,D. Sommariva (Genoa)
N. Klinger,VfL Wolfsburg,Germany,Goalkeeper,27,62,64,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,375000.0,N. Klinger (VfL Wolfsburg)
D. Reiter,Rheindorf Altach,Austria,Midfielder,25,62,63,1,71.0,59.0,58.0,64.0,28.0,56.0,3,2,475000.0,D. Reiter (Rheindorf Altach)
M. Baltaxa,Austria Wien,Israel,Defender,27,62,63,1,72.0,29.0,47.0,58.0,61.0,64.0,3,2,400000.0,M. Baltaxa (Austria Wien)
A. Berardi,Hellas Verona,Italy,Goalkeeper,32,62,62,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,200000.0,A. Berardi (Hellas Verona)
Josi Mouraldo,América Mineiro,Brazil,Midfielder,31,62,62,1,59.0,56.0,62.0,63.0,42.0,67.0,2,3,325000.0,Josi Mouraldo (América Mineiro)
J. Flemmings,Toulouse,Jamaica,Midfielder,27,62,62,1,66.0,66.0,58.0,63.0,30.0,53.0,3,3,425000.0,J. Flemmings (Toulouse)
D. Gore,Manchester United,England,Midfielder,18,61,84,1,72.0,50.0,60.0,67.0,48.0,54.0,3,3,1000000.0,D. Gore (Manchester United)
L. Ulrich,VfB Stuttgart,Germany,Midfielder,18,61,84,1,74.0,59.0,61.0,68.0,45.0,61.0,3,3,1000000.0,L. Ulrich (VfB Stuttgart)
L. Harris,Fulham,Wales,Midfielder,18,61,84,1,58.0,60.0,57.0,67.0,37.0,44.0,3,3,1000000.0,L. Harris (Fulham)
D. Seimen,VfB Stuttgart,Germany,Goalkeeper,17,61,84,1,0.0,0.0,0.0,0.0,0.0,0.0,4,1,925000.0,D. Seimen (VfB Stuttgart)
W. Amey,Bologna,Italy,Defender,17,61,82,1,59.0,39.0,52.0,46.0,60.0,66.0,3,2,975000.0,W. Amey (Bologna)
S. Moore,West Ham United,Republic of Ireland,Midfielder,17,61,82,1,72.0,60.0,54.0,65.0,29.0,37.0,3,3,1000000.0,S. Moore (West Ham United)
D. Pejčinović,VfL Wolfsburg,Germany,Forward,18,61,80,1,58.0,60.0,52.0,61.0,24.0,59.0,3,3,825000.0,D. Pejčinović (VfL Wolfsburg)
J. N'Duquidi,Metz,France,Midfielder,18,61,80,1,68.0,46.0,59.0,64.0,60.0,63.0,3,2,800000.0,J. N'Duquidi (Metz)
Nacho Ferri,Eintracht Frankfurt,Spain,Forward,18,61,80,1,69.0,63.0,47.0,55.0,25.0,59.0,3,2,825000.0,Nacho Ferri (Eintracht Frankfurt)
G. Gineitis,Torino,Lithuania,Midfielder,19,61,80,1,64.0,53.0,58.0,59.0,51.0,65.0,3,2,850000.0,G. Gineitis (Torino)
N. O'Reilly,Manchester City,England,Midfielder,18,61,80,1,69.0,56.0,58.0,65.0,45.0,59.0,2,3,825000.0,N. O'Reilly (Manchester City)
Mario Fuente,Celta de Vigo,Spain,Forward,19,61,79,1,72.0,62.0,49.0,63.0,19.0,58.0,3,3,850000.0,Mario Fuente (Celta de Vigo)
R. Walters,Arsenal,England,Defender,18,61,79,1,65.0,30.0,40.0,52.0,65.0,59.0,3,2,800000.0,R. Walters (Arsenal)
S. Appuah,Nantes,France,Midfielder,19,61,79,1,67.0,60.0,55.0,67.0,27.0,42.0,3,4,850000.0,S. Appuah (Nantes)
D. Ihendu,Werder Bremen,Germany,Defender,17,61,79,1,70.0,30.0,36.0,33.0,59.0,70.0,2,2,775000.0,D. Ihendu (Werder Bremen)
G. Corona,Empoli,Italy,Forward,19,61,79,1,72.0,59.0,55.0,62.0,40.0,71.0,3,3,850000.0,G. Corona (Empoli)
F. Alessio,Roma,Italy,Forward,18,61,79,1,61.0,62.0,48.0,55.0,23.0,59.0,3,2,825000.0,F. Alessio (Roma)
I. Sané,Metz,Senegal,Forward,18,61,79,1,69.0,62.0,47.0,64.0,22.0,48.0,4,2,825000.0,I. Sané (Metz)
R. Bennett,Manchester United,England,Defender,19,61,78,1,59.0,37.0,48.0,53.0,59.0,66.0,3,2,800000.0,R. Bennett (Manchester United)
S. Koeberle,Stade de Reims,France,Midfielder,18,61,78,1,57.0,55.0,64.0,63.0,41.0,44.0,3,3,825000.0,S. Koeberle (Stade de Reims)
T. Nakai,Real Madrid,Japan,Midfielder,19,61,77,1,58.0,50.0,59.0,66.0,31.0,46.0,4,3,850000.0,T. Nakai (Real Madrid)
G. Garofani,Juventus,Italy,Goalkeeper,20,61,77,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,750000.0,G. Garofani (Juventus)
Alberto Flores,Sevilla,Spain,Goalkeeper,19,61,77,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,750000.0,Alberto Flores (Sevilla)
A. Aourir,Bayer 04 Leverkusen,Morocco,Midfielder,18,61,77,1,66.0,54.0,59.0,66.0,42.0,39.0,4,3,825000.0,A. Aourir (Bayer 04 Leverkusen)
Vivaldo,Udinese,Portugal,Forward,18,61,77,1,51.0,60.0,46.0,54.0,33.0,66.0,3,2,825000.0,Vivaldo (Udinese)
Diego Bri,Atlético Madrid,Spain,Midfielder,20,61,76,1,61.0,56.0,59.0,64.0,24.0,35.0,3,3,800000.0,Diego Bri (Atlético Madrid)
E. Brierley,Brentford,England,Midfielder,19,61,76,1,71.0,46.0,59.0,63.0,53.0,55.0,2,2,775000.0,E. Brierley (Brentford)
S. Jatta,Sturm Graz,Norway,Forward,20,61,76,1,76.0,57.0,42.0,64.0,26.0,67.0,3,2,800000.0,S. Jatta (Sturm Graz)
Hugo Sotelo,Celta de Vigo,Spain,Midfielder,19,61,76,1,64.0,60.0,60.0,63.0,41.0,45.0,3,3,775000.0,Hugo Sotelo (Celta de Vigo)
D. Williams,Chelsea,England,Defender,19,61,76,1,66.0,36.0,51.0,60.0,55.0,48.0,2,2,750000.0,D. Williams (Chelsea)
S. Baidoo,Salzburg,Austria,Defender,19,61,76,1,60.0,26.0,47.0,57.0,59.0,66.0,3,2,725000.0,S. Baidoo (Salzburg)
S. Pino,Deportivo Alavés,Chile,Defender,20,61,76,1,59.0,32.0,37.0,36.0,62.0,70.0,3,2,750000.0,S. Pino (Deportivo Alavés)
Iker Muñoz,Osasuna,Spain,Midfielder,20,61,76,1,60.0,52.0,57.0,60.0,50.0,53.0,3,3,775000.0,Iker Muñoz (Osasuna)
M. Mbaye,Metz,Senegal,Midfielder,19,61,76,1,81.0,62.0,52.0,61.0,26.0,52.0,2,3,775000.0,M. Mbaye (Metz)
Kauã Santos,Eintracht Frankfurt,Brazil,Goalkeeper,20,61,76,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,700000.0,Kauã Santos (Eintracht Frankfurt)
S. Sane,Metz,Senegal,Defender,19,61,76,1,64.0,32.0,34.0,38.0,63.0,64.0,3,2,725000.0,S. Sane (Metz)
Selvi,Girona,Spain,Midfielder,18,61,76,1,56.0,33.0,57.0,46.0,61.0,53.0,3,2,725000.0,Selvi (Girona)
N. Young-Coombes,Brentford,England,Forward,20,61,75,1,68.0,62.0,53.0,61.0,20.0,54.0,3,2,800000.0,N. Young-Coombes (Brentford)
S. Ba,LASK Linz,Germany,Defender,19,61,75,1,74.0,34.0,53.0,65.0,56.0,48.0,5,2,750000.0,S. Ba (LASK Linz)
S. Ebonog,Le Havre,France,Midfielder,18,61,75,1,68.0,50.0,59.0,60.0,56.0,45.0,3,2,750000.0,S. Ebonog (Le Havre)
S. Ngoura,Le Havre,France,Forward,18,61,75,1,53.0,61.0,44.0,63.0,19.0,53.0,3,3,775000.0,S. Ngoura (Le Havre)
K. Vivcharenko,Dynamo Kyiv,Ukraine,Defender,21,61,75,1,66.0,46.0,56.0,59.0,57.0,65.0,3,2,775000.0,K. Vivcharenko (Dynamo Kyiv)
J. Hodge,Wolverhampton Wanderers,Republic of Ireland,Midfielder,20,61,74,1,64.0,48.0,60.0,61.0,58.0,58.0,2,2,775000.0,J. Hodge (Wolverhampton Wanderers)
K. Etta Eyong,Cádiz,Cameroon,Midfielder,19,61,74,1,59.0,37.0,52.0,55.0,61.0,61.0,3,2,725000.0,K. Etta Eyong (Cádiz)
S. Wade,Torino,England,Defender,20,61,74,1,61.0,32.0,51.0,53.0,64.0,56.0,2,2,750000.0,S. Wade (Torino)
S. Walde,Borussia Mönchengladbach,Germany,Defender,18,61,74,1,57.0,38.0,53.0,56.0,61.0,63.0,2,2,725000.0,S. Walde (Borussia Mönchengladbach)
Martín Tejón,Valencia,Spain,Midfielder,19,61,74,1,62.0,60.0,60.0,62.0,39.0,52.0,3,3,775000.0,Martín Tejón (Valencia)
D. Franchi,Burnley,Italy,Goalkeeper,20,61,73,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,700000.0,D. Franchi (Burnley)
J. Affamah,Nantes,France,Forward,21,61,73,1,75.0,64.0,50.0,57.0,28.0,51.0,2,2,800000.0,J. Affamah (Nantes)
A. Atta,Metz,France,Midfielder,20,61,73,1,70.0,49.0,56.0,62.0,56.0,67.0,3,3,800000.0,A. Atta (Metz)
Santisteban,Sevilla,Spain,Forward,22,61,72,1,66.0,62.0,47.0,65.0,20.0,44.0,3,2,750000.0,Santisteban (Sevilla)
Y. Guermouche,Montpellier,Algeria,Forward,22,61,72,1,57.0,62.0,49.0,60.0,23.0,58.0,3,2,750000.0,Y. Guermouche (Montpellier)
R. Nyakossi,Olympique de Marseille,Switzerland,Defender,19,61,72,1,60.0,26.0,41.0,44.0,59.0,77.0,3,2,650000.0,R. Nyakossi (Olympique de Marseille)
D. Samek,Lecce,Czech Republic,Midfielder,19,61,72,1,54.0,64.0,67.0,65.0,53.0,59.0,4,2,675000.0,D. Samek (Lecce)
M. Fuseini,Sturm Graz,Ghana,Forward,21,61,72,1,86.0,60.0,52.0,67.0,24.0,44.0,3,3,750000.0,M. Fuseini (Sturm Graz)
Hormigo,Sevilla,Spain,Defender,20,61,72,1,61.0,26.0,49.0,47.0,62.0,55.0,3,3,675000.0,Hormigo (Sevilla)
L. Ibertsberger,Wolfsberger AC,Austria,Defender,19,61,72,1,70.0,47.0,59.0,58.0,57.0,54.0,3,2,675000.0,L. Ibertsberger (Wolfsberger AC)
R. Voisine,Nantes,France,Defender,21,61,71,1,51.0,33.0,32.0,42.0,59.0,63.0,2,2,700000.0,R. Voisine (Nantes)
I. Monterisi,Frosinone,Italy,Defender,21,61,71,1,61.0,30.0,44.0,47.0,63.0,67.0,3,2,700000.0,I. Monterisi (Frosinone)
Kike Bartual,Villarreal,Spain,Goalkeeper,21,61,71,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,650000.0,Kike Bartual (Villarreal)
D. Mamutovic,FSV Mainz 05,Germany,Midfielder,22,61,71,1,67.0,58.0,58.0,62.0,43.0,59.0,3,3,725000.0,D. Mamutovic (FSV Mainz 05)
V. Jaroš,Liverpool,Czech Republic,Goalkeeper,21,61,70,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,650000.0,V. Jaroš (Liverpool)
M. Adopo,Atalanta,France,Midfielder,22,61,70,1,65.0,54.0,60.0,61.0,62.0,64.0,3,2,725000.0,M. Adopo (Atalanta)
M. Koné,Le Havre,Côte d'Ivoire,Goalkeeper,21,61,70,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,650000.0,M. Koné (Le Havre)
N. Moriah-Welsh,AFC Bournemouth,Guyana,Midfielder,21,61,70,1,70.0,54.0,59.0,66.0,53.0,63.0,3,2,725000.0,N. Moriah-Welsh (AFC Bournemouth)
S. Kalaj,Frosinone,Albania,Defender,23,61,70,1,59.0,27.0,42.0,43.0,61.0,67.0,3,2,675000.0,S. Kalaj (Frosinone)
B. Dizdarević,Montpellier,Bosnia and Herzegovina,Goalkeeper,21,61,70,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,650000.0,B. Dizdarević (Montpellier)
F. Schock,VfB Stuttgart,Germany,Goalkeeper,22,61,69,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,650000.0,F. Schock (VfB Stuttgart)
M. Bamba,Wolfsberger AC,Côte d'Ivoire,Forward,21,61,69,1,72.0,63.0,48.0,58.0,24.0,64.0,3,2,750000.0,M. Bamba (Wolfsberger AC)
P. Komposch,Hartberg,Austria,Defender,22,61,68,1,65.0,29.0,44.0,42.0,61.0,67.0,3,2,625000.0,P. Komposch (Hartberg)
A. Abdijanovic,Rheindorf Altach,Austria,Forward,22,61,68,1,68.0,60.0,51.0,62.0,21.0,62.0,5,3,675000.0,A. Abdijanovic (Rheindorf Altach)
N. Djorić,Austria Klagenfurt,Serbia,Defender,23,61,68,1,56.0,25.0,46.0,41.0,61.0,69.0,3,2,600000.0,N. Djorić (Austria Klagenfurt)
B. Unger,Rapid Wien,Austria,Goalkeeper,24,61,67,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,425000.0,B. Unger (Rapid Wien)
I. May,Austria Klagenfurt,Germany,Midfielder,25,61,67,1,63.0,48.0,53.0,59.0,58.0,69.0,2,2,450000.0,I. May (Austria Klagenfurt)
K. Zedadka,Napoli,France,Defender,23,61,67,1,71.0,53.0,58.0,64.0,57.0,49.0,2,2,475000.0,K. Zedadka (Napoli)
L. Skraback,Borussia Mönchengladbach,Germany,Midfielder,20,61,67,1,69.0,56.0,57.0,63.0,44.0,51.0,3,2,500000.0,L. Skraback (Borussia Mönchengladbach)
K. Parris,Dynamo Kyiv,Jamaica,Midfielder,23,61,67,1,74.0,48.0,56.0,61.0,26.0,47.0,2,3,525000.0,K. Parris (Dynamo Kyiv)
A. Eckmayr,Rheindorf Altach,Austria,Goalkeeper,23,61,67,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,425000.0,A. Eckmayr (Rheindorf Altach)
Dudu,Werder Bremen,Germany,Goalkeeper,24,61,66,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,400000.0,Dudu (Werder Bremen)
C. Urdl,Hartberg,Austria,Forward,23,61,66,1,68.0,64.0,59.0,61.0,35.0,61.0,3,3,500000.0,C. Urdl (Hartberg)
L. Wedl,Austria Wien,Austria,Goalkeeper,27,61,64,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,325000.0,L. Wedl (Austria Wien)
S. Pirkl,Blau-Weiß Linz,Austria,Defender,26,61,64,1,64.0,28.0,50.0,55.0,58.0,63.0,3,2,400000.0,S. Pirkl (Blau-Weiß Linz)
M. Entrup,Hartberg,Austria,Forward,25,61,64,1,65.0,63.0,45.0,59.0,27.0,63.0,2,3,450000.0,M. Entrup (Hartberg)
